1296,136
-1,-0.652921,-0.97281,-0.357388,-0.924471,-0.0859107,-0.861027,0.168385,-0.776435,0.419244,-0.640483,0.652921,-0.465257,0.835052,-0.26284,0.962199,-0.0302115,1,0.196375,0.962199,0.392749,0.828179,0.564955,0.646048,0.685801,0.408935,0.758308,0.151203,0.809668,-0.109966,0.851964,-0.371134,0.876133,-0.652921,-0.779456,-0.731959,-0.640483,-0.817869,-0.480363,-0.838488,-0.314199,-0.804124,-0.154079,-0.752577,0.141994,-0.762887,0.293051,-0.817869,0.450151,-0.85567,0.601208,-0.841924,0.728097,-0.752577,-0.00906344,-0.597938,-0.0060423,-0.398625,-0.00302115,-0.199313,0,0,-0.169184,0.0721649,-0.0936556,0.113402,-0.00302115,0.14433,0.0785498,0.116838,0.151057,0.0756014,-0.613293,-0.556701,-0.504532,-0.639175,-0.374622,-0.639175,-0.265861,-0.542955,-0.380665,-0.505155,-0.510574,-0.498282,0.232628,-0.553265,0.338369,-0.656357,0.462236,-0.659794,0.570997,-0.580756,0.477341,-0.515464,0.350453,-0.515464,-0.323263,0.415808,-0.205438,0.33677,-0.0906344,0.305842,-0.0151057,0.329897,0.0634441,0.305842,0.163142,0.33677,0.271903,0.408935,0.163142,0.457045,0.0664653,0.487972,-0.0151057,0.498282,-0.0936556,0.494845,-0.202417,0.463918,-0.277946,0.398625,-0.0936556,0.378007,-0.0151057,0.391753,0.0664653,0.378007,0.226586,0.398625,0.0664653,0.364261,-0.0151057,0.381443,-0.0936556,0.367698,0
-1,-0.545139,-0.990323,-0.277778,-0.958064,-0.0243056,-0.909677,0.222222,-0.835484,0.461806,-0.696774,0.684028,-0.516129,0.847222,-0.3,0.961806,-0.0645161,1,0.170968,0.96875,0.380645,0.854167,0.56129,0.690972,0.687097,0.482639,0.758065,0.25,0.816129,0.0208333,0.867742,-0.211806,0.909677,-0.465278,-0.76129,-0.701389,-0.616129,-0.777778,-0.451613,-0.802083,-0.287097,-0.767361,-0.125806,-0.715278,0.174194,-0.71875,0.332258,-0.753472,0.490323,-0.770833,0.63871,-0.732639,0.758065,-0.635417,0.0129032,-0.541667,0.00645161,-0.357639,0.00322581,-0.180556,0,0,-0.174194,0.0833333,-0.1,0.125,-0.0193548,0.15625,0.0612903,0.138889,0.132258,0.107639,-0.609677,-0.520833,-0.5,-0.604167,-0.364516,-0.597222,-0.254839,-0.493056,-0.374194,-0.454861,-0.509677,-0.454861,0.241935,-0.475694,0.345161,-0.579861,0.480645,-0.565972,0.587097,-0.479167,0.487097,-0.420139,0.351613,-0.427083,-0.341935,0.423611,-0.212903,0.350694,-0.106452,0.326389,-0.0354839,0.350694,0.0419355,0.333333,0.135484,0.364583,0.248387,0.444444,0.125806,0.486111,0.0322581,0.510417,-0.0483871,0.513889,-0.119355,0.506944,-0.219355,0.472222,-0.3,0.409722,-0.112903,0.392361,-0.0419355,0.40625,0.0387097,0.395833,0.2,0.430556,0.0354839,0.392361,-0.0419355,0.399306,-0.109677,0.385417,0
-1,-0.629758,-0.97281,-0.342561,-0.927492,-0.0761246,-0.864048,0.176471,-0.782477,0.429066,-0.646526,0.6609,-0.465257,0.83737,-0.259819,0.965398,-0.0241692,1,0.199396,0.965398,0.398792,0.83391,0.567976,0.647059,0.688822,0.411765,0.758308,0.15917,0.806647,-0.103806,0.851964,-0.366782,0.879154,-0.647059,-0.785498,-0.737024,-0.643505,-0.820069,-0.480363,-0.84083,-0.317221,-0.806228,-0.160121,-0.754325,0.141994,-0.771626,0.293051,-0.823529,0.44713,-0.861592,0.601208,-0.844291,0.725076,-0.754325,-0.0060423,-0.598616,-0.0060423,-0.397924,-0.00302115,-0.200692,0,0,-0.169184,0.0726644,-0.0906344,0.117647,-0.00302115,0.148789,0.0785498,0.117647,0.145015,0.0795848,-0.613293,-0.560554,-0.498489,-0.633218,-0.36858,-0.640138,-0.265861,-0.543253,-0.374622,-0.508651,-0.501511,-0.50173,0.23565,-0.553633,0.347432,-0.650519,0.47432,-0.653979,0.570997,-0.574394,0.483384,-0.512111,0.356495,-0.515571,-0.323263,0.429066,-0.202417,0.342561,-0.0906344,0.311419,-0.0151057,0.33564,0.0664653,0.314879,0.169184,0.346021,0.280967,0.425606,0.169184,0.474048,0.0694864,0.50173,-0.0120846,0.512111,-0.0936556,0.508651,-0.202417,0.480969,-0.274924,0.415225,-0.0936556,0.384083,-0.0151057,0.397924,0.0694864,0.387543,0.23565,0.415225,0.0664653,0.380623,-0.0151057,0.391003,-0.0936556,0.380623,0
-0.921136,-0.314363,-0.911672,-0.111111,-0.876972,0.0894309,-0.839117,0.292683,-0.785489,0.498645,-0.675079,0.680217,-0.511041,0.837398,-0.299685,0.95393,-0.0410095,1,0.22082,0.98103,0.460568,0.891599,0.66877,0.756098,0.807571,0.585366,0.883281,0.382114,0.930599,0.178862,0.968454,-0.0189702,1,-0.227642,-0.753943,-0.487805,-0.62776,-0.560976,-0.463722,-0.577236,-0.29653,-0.550135,-0.135647,-0.495935,0.192429,-0.495935,0.359621,-0.544715,0.533123,-0.558266,0.700315,-0.525745,0.823344,-0.439024,0.0157729,-0.371274,0.0126183,-0.249322,0.00315457,-0.127371,0,0,-0.173502,0.138211,-0.0946372,0.159892,-0.0126183,0.178862,0.0757098,0.170732,0.160883,0.159892,-0.605678,-0.344173,-0.492114,-0.392954,-0.359621,-0.395664,-0.246057,-0.327913,-0.365931,-0.303523,-0.498423,-0.300813,0.290221,-0.311653,0.40694,-0.371274,0.536278,-0.357724,0.640379,-0.298103,0.536278,-0.262873,0.410095,-0.276423,-0.37224,0.457995,-0.227129,0.409214,-0.0946372,0.379404,-0.0157729,0.406504,0.0788644,0.387534,0.211356,0.428184,0.362776,0.474255,0.205047,0.552846,0.0694006,0.588076,-0.0283912,0.593496,-0.116719,0.582656,-0.239748,0.542005,-0.312303,0.466125,-0.104101,0.460705,-0.0189274,0.468835,0.0757098,0.466125,0.299685,0.476965,0.0694006,0.466125,-0.022082,0.471545,-0.104101,0.460705,0
-0.996785,-0.479532,-0.983923,-0.254386,-0.942122,-0.0321637,-0.900322,0.192982,-0.839228,0.426901,-0.713826,0.640351,-0.533762,0.821637,-0.308682,0.953216,-0.0514469,1,0.212219,0.976608,0.446945,0.862573,0.649518,0.695906,0.797428,0.5,0.881029,0.277778,0.935691,0.0497076,0.974277,-0.175439,1,-0.403509,-0.807074,-0.587719,-0.655949,-0.657895,-0.475884,-0.654971,-0.302251,-0.602339,-0.138264,-0.535088,0.144695,-0.52924,0.315113,-0.593567,0.495177,-0.628655,0.678457,-0.616959,0.81672,-0.538012,0.00321543,-0.438596,0.00321543,-0.292398,0,-0.149123,0,0,-0.205788,0.122807,-0.115756,0.152047,-0.0160772,0.175439,0.0771704,0.163743,0.163987,0.143275,-0.649518,-0.435673,-0.530547,-0.47076,-0.401929,-0.464912,-0.286174,-0.409357,-0.411576,-0.394737,-0.540193,-0.391813,0.263666,-0.394737,0.376206,-0.450292,0.501608,-0.438596,0.617363,-0.394737,0.504823,-0.362573,0.382637,-0.371345,-0.40836,0.453216,-0.250804,0.418129,-0.109325,0.391813,-0.0289389,0.423977,0.0643087,0.397661,0.196141,0.432749,0.344051,0.47076,0.199357,0.578947,0.0643087,0.625731,-0.0353698,0.631579,-0.131833,0.622807,-0.263666,0.570175,-0.350482,0.464912,-0.115756,0.476608,-0.0321543,0.488304,0.0643087,0.479532,0.279743,0.482456,0.0610932,0.479532,-0.0353698,0.488304,-0.118971,0.476608,0
-1,-0.398329,-0.984127,-0.18663,-0.942857,0.0194986,-0.904762,0.233983,-0.847619,0.45961,-0.72381,0.662953,-0.542857,0.832869,-0.307937,0.955432,-0.0349206,1,0.234921,0.97493,0.473016,0.866295,0.669841,0.704735,0.806349,0.512535,0.873016,0.29805,0.91746,0.0779944,0.952381,-0.133705,0.974603,-0.348189,-0.812698,-0.520891,-0.666667,-0.5961,-0.485714,-0.604457,-0.311111,-0.562674,-0.142857,-0.501393,0.142857,-0.506964,0.314286,-0.568245,0.495238,-0.607242,0.673016,-0.587744,0.809524,-0.501393,0.0031746,-0.406685,0.0031746,-0.272981,0.0031746,-0.139276,0,0,-0.190476,0.133705,-0.101587,0.158774,-0.00634921,0.181058,0.0825397,0.167131,0.165079,0.153203,-0.634921,-0.381616,-0.511111,-0.423398,-0.380952,-0.428969,-0.273016,-0.367688,-0.387302,-0.345404,-0.51746,-0.342618,0.27619,-0.364902,0.403175,-0.417827,0.526984,-0.412256,0.628571,-0.362117,0.526984,-0.325905,0.403175,-0.337047,-0.390476,0.467967,-0.238095,0.420613,-0.0984127,0.389972,-0.0126984,0.417827,0.0825397,0.395543,0.212698,0.428969,0.355556,0.476323,0.209524,0.562674,0.0793651,0.607242,-0.0222222,0.612813,-0.114286,0.604457,-0.247619,0.557103,-0.336508,0.476323,-0.101587,0.473538,-0.015873,0.481894,0.0825397,0.473538,0.298413,0.481894,0.0761905,0.476323,-0.0222222,0.48468,-0.104762,0.473538,0
-1,-0.507123,-0.990881,-0.270655,-0.966565,-0.042735,-0.930091,0.185185,-0.866261,0.418803,-0.741641,0.632479,-0.568389,0.811966,-0.355623,0.948718,-0.115502,1,0.12462,0.980057,0.331307,0.866097,0.507599,0.700855,0.641337,0.512821,0.726444,0.296296,0.796353,0.0712251,0.848024,-0.153846,0.887538,-0.381766,-0.793313,-0.62963,-0.656535,-0.726496,-0.477204,-0.752137,-0.291793,-0.723647,-0.118541,-0.663818,0.139818,-0.660969,0.319149,-0.706553,0.495441,-0.709402,0.662614,-0.655271,0.762918,-0.538462,0.0121581,-0.529915,0.00607903,-0.350427,0.00303951,-0.179487,0,0,-0.227964,0.0683761,-0.12766,0.105413,-0.0243161,0.14245,0.0790274,0.125356,0.170213,0.0997151,-0.604863,-0.512821,-0.49848,-0.57265,-0.37386,-0.564103,-0.273556,-0.481481,-0.382979,-0.461538,-0.510638,-0.464387,0.231003,-0.447293,0.340426,-0.524217,0.468085,-0.51567,0.56535,-0.441595,0.468085,-0.401709,0.343465,-0.410256,-0.422492,0.373219,-0.273556,0.336182,-0.139818,0.321937,-0.0547112,0.356125,0.0486322,0.34188,0.161094,0.378917,0.285714,0.424501,0.148936,0.490029,0.0273556,0.51567,-0.0729483,0.51567,-0.164134,0.501424,-0.291793,0.45584,-0.367781,0.378917,-0.148936,0.390313,-0.0607903,0.407407,0.0425532,0.404558,0.234043,0.424501,0.0395137,0.407407,-0.0638298,0.413105,-0.151976,0.393162,0
-1,-0.492837,-0.984472,-0.255014,-0.947205,-0.025788,-0.903727,0.200573,-0.838509,0.432665,-0.71118,0.644699,-0.531056,0.82235,-0.307453,0.95702,-0.0621118,1,0.180124,0.968481,0.397516,0.848138,0.57764,0.679083,0.708075,0.484241,0.78882,0.26361,0.850932,0.0372493,0.89441,-0.189112,0.928571,-0.421203,-0.810559,-0.613181,-0.670807,-0.710602,-0.487578,-0.733524,-0.301242,-0.707736,-0.118012,-0.653295,0.124224,-0.659026,0.307453,-0.707736,0.490683,-0.722063,0.664596,-0.681948,0.782609,-0.578797,0.00621118,-0.535817,0.00310559,-0.355301,0.00310559,-0.180516,0,0,-0.204969,0.0830946,-0.111801,0.114613,-0.0124224,0.143266,0.0869565,0.126074,0.173913,0.100287,-0.621118,-0.510029,-0.515528,-0.561605,-0.391304,-0.553009,-0.279503,-0.481375,-0.397516,-0.464183,-0.524845,-0.464183,0.236025,-0.458453,0.341615,-0.538682,0.465839,-0.530086,0.57764,-0.469914,0.475155,-0.429799,0.347826,-0.432665,-0.39441,0.381089,-0.242236,0.34384,-0.114907,0.329513,-0.0310559,0.361032,0.068323,0.34384,0.186335,0.375358,0.326087,0.418338,0.180124,0.47851,0.0559006,0.504298,-0.0465838,0.507163,-0.136646,0.495702,-0.26087,0.455587,-0.338509,0.383954,-0.124224,0.389685,-0.0372671,0.409742,0.0652174,0.404011,0.270186,0.418338,0.0621118,0.404011,-0.0403727,0.409742,-0.127329,0.39255,0
-1,-0.488571,-0.987879,-0.257143,-0.954545,-0.0314286,-0.918182,0.197143,-0.854545,0.428571,-0.727273,0.637143,-0.551515,0.814286,-0.342424,0.948571,-0.1,1,0.136364,0.977143,0.342424,0.86,0.521212,0.691429,0.651515,0.494286,0.727273,0.274286,0.784849,0.0457143,0.830303,-0.18,0.866667,-0.411429,-0.806061,-0.62,-0.669697,-0.722857,-0.487879,-0.751429,-0.30303,-0.728571,-0.124242,-0.671429,0.130303,-0.674286,0.309091,-0.722857,0.484848,-0.725714,0.651515,-0.674286,0.751515,-0.554286,0.0030303,-0.537143,0.0030303,-0.357143,0,-0.18,0,0,-0.218182,0.0714286,-0.121212,0.108571,-0.0212121,0.142857,0.0818182,0.122857,0.169697,0.0971429,-0.606061,-0.508571,-0.487879,-0.565714,-0.363636,-0.562857,-0.266667,-0.48,-0.372727,-0.46,-0.5,-0.462857,0.230303,-0.451429,0.348485,-0.522857,0.469697,-0.517143,0.557576,-0.445714,0.472727,-0.408571,0.351515,-0.417143,-0.409091,0.374286,-0.257576,0.337143,-0.130303,0.328571,-0.0424242,0.362857,0.0575758,0.345714,0.169697,0.38,0.30303,0.42,0.157576,0.482857,0.0363636,0.508571,-0.0636364,0.508571,-0.157576,0.494286,-0.275758,0.451429,-0.351515,0.377143,-0.139394,0.385714,-0.0484848,0.405714,0.0515152,0.402857,0.251515,0.42,0.0454545,0.408571,-0.0545455,0.414286,-0.145455,0.391429,0
-0.915309,-0.484472,-0.90228,-0.242236,-0.859935,-0.00621118,-0.814332,0.226708,-0.742671,0.450311,-0.605863,0.645963,-0.436482,0.81677,-0.241042,0.950311,-0.00651466,1,0.23127,0.978261,0.452769,0.863354,0.648208,0.701863,0.80456,0.496894,0.882736,0.26087,0.938111,0.0124224,0.983713,-0.236025,1,-0.490683,-0.771987,-0.618012,-0.638436,-0.708075,-0.462541,-0.71118,-0.289902,-0.673913,-0.120521,-0.627329,0.114007,-0.618012,0.289902,-0.673913,0.462541,-0.714286,0.644951,-0.701863,0.794788,-0.618012,0,-0.531056,0,-0.354037,0,-0.180124,0,0,-0.162866,0.111801,-0.0879479,0.136646,-0.00651466,0.15528,0.0814332,0.139752,0.162866,0.124224,-0.592834,-0.490683,-0.485342,-0.555901,-0.358306,-0.559006,-0.250814,-0.475155,-0.364821,-0.456522,-0.491857,-0.453416,0.273616,-0.475155,0.374593,-0.555901,0.504886,-0.555901,0.609121,-0.487578,0.511401,-0.447205,0.387622,-0.450311,-0.37785,0.409938,-0.23127,0.378882,-0.100977,0.347826,-0.00325733,0.375776,0.0977199,0.354037,0.23127,0.391304,0.371336,0.431677,0.228013,0.537267,0.0977199,0.583851,-0.00977199,0.590062,-0.117264,0.57764,-0.2443,0.521739,-0.325733,0.425466,-0.104235,0.437888,-0.00651466,0.453416,0.0977199,0.447205,0.315961,0.440994,0.0944625,0.434783,-0.00977199,0.444099,-0.110749,0.428571,0
